number,Date,date1,total_cost,subtotal,country,total_payed,excise_tax,free_shipping,Margin $,Margin %
#232340,4/16/2021,4/16/2021,96,78.62,US,85.61,0,TRUE,-20.8044,-26.46%
#232339,4/16/2021,4/16/2021,36.7,66.95,US,81.94,0,FALSE,26.9724,40.29%
#232338,4/16/2021,4/16/2021,40,80.4,US,87.39,0,TRUE,36.9044,45.90%
#232337,4/16/2021,4/16/2021,30.53,85.1,US,92.09,0,TRUE,50.8864,59.80%
#232336,4/16/2021,4/16/2021,57.75,94.26,US,101.25,0,TRUE,32.46,34.44%
#232335,4/16/2021,4/16/2021,49,81.37,US,88.36,0,TRUE,28.8356,35.44%
#232334,4/16/2021,4/16/2021,34,58.72,US,79.67,0,FALSE,21.5332,36.67%
#232333,4/16/2021,4/16/2021,36,75.3,US,82.29,0,TRUE,36.0084,47.82%
#232332,4/16/2021,4/16/2021,38.75,79.44,US,94.43,0,TRUE,36.9128,46.47%
#232331,4/16/2021,4/16/2021,16.5,36.94,US,51.93,0,FALSE,18.3628,49.71%
#232330,4/16/2021,4/16/2021,4.5,12.42,US,27.41,0,FALSE,6.8236,54.94%
#232329,4/16/2021,4/16/2021,25,43.85,US,58.84,0,FALSE,16.4964,37.62%
#232328,4/16/2021,4/16/2021,22,48.73,US,67.25,0,FALSE,24.04,49.33%
#232327,4/16/2021,4/16/2021,21.05,40.26,US,55.25,0,FALSE,17,42.23%
#232326,4/16/2021,4/16/2021,56.25,108.35,US,115.34,0,TRUE,47.4864,43.83%
#232325,4/16/2021,4/16/2021,103.5,255.92,US,262.91,0,TRUE,141.9036,55.45%
#232324,4/16/2021,4/16/2021,11.15,23.39,US,38.38,0,FALSE,10.7048,45.77%
#232323,4/16/2021,4/16/2021,18.75,38.88,US,53.87,0,FALSE,17.9752,46.23%
#232322,4/16/2021,4/16/2021,10.53,70.72,US,85.71,0,FALSE,56.7616,80.26%
#232321,4/16/2021,4/16/2021,55,118.45,QA,174.69,0,TRUE,56.4624,47.67%
#232320,4/16/2021,4/16/2021,110,233.28,US,240.27,0,TRUE,113.6692,48.73%
#232319,4/16/2021,4/16/2021,11,24.88,US,39.87,0,FALSE,12.2852,49.38%
#232318,4/16/2021,4/16/2021,47.54,77.59,US,84.58,0,TRUE,26.6668,34.37%
#232317,4/16/2021,4/16/2021,19.5,37.23,US,52.22,0,FALSE,15.6412,42.01%
#232316,4/16/2021,4/16/2021,55.5,90.9,US,104.48,0,TRUE,31.2208,34.35%
#232315,4/16/2021,4/16/2021,26,52.6,US,71.4,0,FALSE,23.744,45.14%
#232314,4/16/2021,4/16/2021,9,22.6,US,46.63,0,FALSE,11.7348,51.92%
#232313,4/16/2021,4/16/2021,29.1,83.92,US,90.91,0,TRUE,51.1836,60.99%
#232312,4/16/2021,4/16/2021,15.73,22.32,US,37.31,0,FALSE,5.0976,22.84%
#232311,4/16/2021,4/16/2021,53.79,92.21,US,99.2,0,TRUE,34.452,37.36%
#232310,4/16/2021,4/16/2021,24,137.56,US,144.55,0,TRUE,107.778,78.35%
#232306,4/16/2021,4/16/2021,67.42,114,US,129.25,0,TRUE,41.41,36.32%
#232305,4/16/2021,4/16/2021,47.08,83.29,US,98.04,0,TRUE,32.2884,38.77%
#232302,4/16/2021,4/16/2021,40,53.23,US,68.22,0,FALSE,10.5012,19.73%
#232301,4/16/2021,4/16/2021,42.85,83.29,US,90.28,0,TRUE,36.8288,44.22%
#232300,4/16/2021,4/16/2021,13.6,28.17,US,43.16,0,FALSE,12.8436,45.59%
#232299,4/16/2021,4/16/2021,15.18,24.36,US,39.35,0,FALSE,7.606,31.22%
#232298,4/16/2021,4/16/2021,35,64.35,US,79.34,0,FALSE,26.1764,40.68%
#232297,4/16/2021,4/16/2021,25,48.73,US,63.72,0,FALSE,21.1812,43.47%
#232294,4/15/2021,4/15/2021,19,34.32,US,49.31,0,FALSE,13.3476,38.89%
#232293,4/15/2021,4/15/2021,12.5,72.02,CA,107.74,0,FALSE,55.2104,76.66%
#232292,4/15/2021,4/15/2021,40.5,72.34,US,93.57,0,FALSE,28.0972,38.84%
#232291,4/15/2021,4/15/2021,6.25,12.96,FR,60.7,0,FALSE,4.282,33.04%
#232290,4/15/2021,4/15/2021,33,94.55,US,107.63,0,TRUE,57.2448,60.54%
#232289,4/15/2021,4/15/2021,26,47.34,US,62.33,0,FALSE,18.8468,39.81%
#232287,4/15/2021,4/15/2021,44.33,82.61,US,95.58,0,TRUE,34.4568,41.71%
#232286,4/15/2021,4/15/2021,4.85,39.19,US,54.18,0,FALSE,32.1728,82.09%
#232285,4/15/2021,4/15/2021,53.76,80.37,US,87.36,0,TRUE,23.1156,28.76%
#232284,4/15/2021,4/15/2021,39.8,81.64,US,88.63,0,TRUE,38.2948,46.91%
#232283,4/15/2021,4/15/2021,22.95,39.87,US,54.86,0,FALSE,14.7256,36.93%
#232282,4/15/2021,4/15/2021,33,44.41,US,63.56,0,FALSE,8.8676,19.97%
#232281,4/15/2021,4/15/2021,11,30.51,US,45.5,0,FALSE,17.69,57.98%
#232280,4/15/2021,4/15/2021,20.68,46.83,US,61.82,0,FALSE,23.6772,50.56%
#232279,4/15/2021,4/15/2021,6.25,11.67,US,30.19,0,FALSE,4.2124,36.10%
#232278,4/15/2021,4/15/2021,18.75,36.17,US,53.78,0,FALSE,15.2688,42.21%
#232277,4/15/2021,4/15/2021,26,45.31,US,60.3,0,FALSE,16.898,37.29%
#232276,4/15/2021,4/15/2021,44.1,81.78,US,96.52,0,TRUE,33.8192,41.35%
#232275,4/15/2021,4/15/2021,0,90.8,US,97.79,0,TRUE,86.8884,95.69%
#232274,4/15/2021,4/15/2021,50.55,80.72,US,87.71,0,TRUE,26.6616,33.03%
#232273,4/15/2021,4/15/2021,35.9,86.73,US,99.67,0,TRUE,46.8432,54.01%
#232272,4/15/2021,4/15/2021,42,79.12,US,86.11,0,TRUE,33.6756,42.56%
#232271,4/15/2021,4/15/2021,51,88.77,US,103.76,0,TRUE,33.6196,37.87%
#232270,4/15/2021,4/15/2021,56.94,116.23,US,123.22,0,TRUE,54.3612,46.77%
#232269,4/15/2021,4/15/2021,16.25,40.18,US,55.17,0,FALSE,21.7232,54.06%
#232268,4/15/2021,4/15/2021,57,85.95,US,99.45,0,TRUE,24.972,29.05%
#232267,4/15/2021,4/15/2021,18.75,37.57,US,56.36,0,FALSE,16.5656,44.09%
#232266,4/15/2021,4/15/2021,6.5,13.99,US,30.93,0,FALSE,6.2528,44.69%
#232265,4/15/2021,4/15/2021,24,40.99,US,55.98,0,FALSE,14.7508,35.99%
#232264,4/15/2021,4/15/2021,27,41.46,US,56.45,0,FALSE,12.202,29.43%
#232263,4/15/2021,4/15/2021,16,30.19,US,45.18,0,FALSE,12.3828,41.02%
#232262,4/15/2021,4/15/2021,0,92.05,US,99.04,0,TRUE,88.0884,95.70%
#232261,4/15/2021,4/15/2021,6.25,73.57,US,88.56,0,FALSE,63.7776,86.69%
#232260,4/15/2021,4/15/2021,16.2,30.91,US,49.89,0,FALSE,12.7144,41.13%
#232259,4/15/2021,4/15/2021,25.3,52.5,US,67.49,0,FALSE,24.5004,46.67%
#232258,4/15/2021,4/15/2021,13,26.47,US,41.46,0,FALSE,11.8116,44.62%
#232257,4/15/2021,4/15/2021,20.74,44.76,US,69.61,0,FALSE,21.2356,47.44%
#232256,4/15/2021,4/15/2021,29.56,60.48,US,106.91,0,FALSE,26.6436,44.05%
#232255,4/15/2021,4/15/2021,49.5,78.62,US,85.61,0,TRUE,25.6956,32.68%
#232254,4/15/2021,4/15/2021,42.59,87,US,93.99,0,TRUE,40.6504,46.72%
#232253,4/15/2021,4/15/2021,0,65.39,US,80.38,0,FALSE,62.1748,95.08%
#232252,4/15/2021,4/15/2021,30.88,76.26,US,121.87,0,TRUE,40.5052,53.11%
#232251,4/15/2021,4/15/2021,49.75,97.57,US,104.56,0,TRUE,43.6376,44.72%
#232250,4/15/2021,4/15/2021,132.86,202.71,US,209.7,0,TRUE,61.462,30.32%
#232249,4/15/2021,4/15/2021,14,28.42,US,43.41,0,FALSE,12.6836,44.63%
#232248,4/15/2021,4/15/2021,18.75,36.17,US,51.16,0,FALSE,15.3736,42.50%
#232247,4/15/2021,4/15/2021,43,71.66,US,93.47,0,FALSE,24.9212,34.78%
#232246,4/15/2021,4/15/2021,18.75,36.94,US,51.93,0,FALSE,16.1128,43.62%
#232245,4/15/2021,4/15/2021,135.93,255.06,US,262.05,0,TRUE,108.648,42.60%
#232244,4/15/2021,4/15/2021,22.5,44.97,US,59.96,0,FALSE,20.0716,44.63%
#232243,4/15/2021,4/15/2021,12.75,25.92,US,46.99,0,FALSE,11.2904,43.56%
#232241,4/15/2021,4/15/2021,26.27,51.1,US,66.09,0,FALSE,22.1864,43.42%
#232240,4/15/2021,4/15/2021,40,64.4,AU,122.73,0,FALSE,19.4908,30.27%
#232239,4/15/2021,4/15/2021,0,23.3,US,38.29,0,FALSE,21.7684,93.43%
#232238,4/15/2021,4/15/2021,47.88,81.89,US,88.88,0,TRUE,30.4548,37.19%
#232237,4/15/2021,4/15/2021,97.5,176.58,US,209.57,0,TRUE,70.6972,40.04%
#232236,4/15/2021,4/15/2021,21.8,85.92,US,101.06,0,TRUE,60.0776,69.92%
#232235,4/15/2021,4/15/2021,35,64.89,US,88.02,0,FALSE,26.3692,40.64%
#232234,4/15/2021,4/15/2021,57,103.06,US,110.05,0,TRUE,41.658,40.42%
#232233,4/15/2021,4/15/2021,27.5,46.66,US,65.35,0,FALSE,16.546,35.46%
#232232,4/15/2021,4/15/2021,0,30,undefined,30,0,FALSE,28.8,96.00%
#232231,4/15/2021,4/15/2021,39,84.36,AU,142.69,0,TRUE,39.6524,47.00%
#232230,4/15/2021,4/15/2021,18.9,40.27,US,55.26,0,FALSE,19.1596,47.58%
#232229,4/15/2021,4/15/2021,16,33.09,US,51.22,0,FALSE,15.0412,45.46%
#232228,4/15/2021,4/15/2021,12.05,37.16,TW,88.98,0,FALSE,21.5508,57.99%
#232227,4/15/2021,4/15/2021,14,29.98,US,44.97,0,FALSE,14.1812,47.30%
#232226,4/15/2021,4/15/2021,24.5,51.85,US,72.8,0,FALSE,24.438,47.13%
#232225,4/15/2021,4/15/2021,6.5,13.99,US,28.98,0,FALSE,6.3308,45.25%
#232224,4/15/2021,4/15/2021,49.59,85.98,US,92.97,0,TRUE,32.6712,38.00%
#232223,4/15/2021,4/15/2021,30.5,55.14,US,70.13,0,FALSE,21.8348,39.60%
#232222,4/15/2021,4/15/2021,19.25,41.49,US,56.48,0,FALSE,19.9808,48.16%
#232221,4/15/2021,4/15/2021,35.65,64.99,US,79.98,0,FALSE,26.1408,40.22%
#232220,4/15/2021,4/15/2021,11.5,28.42,US,43.41,0,FALSE,15.1836,53.43%
#232219,4/15/2021,4/15/2021,39.5,72.31,US,96.11,0,FALSE,28.9656,40.06%
#232218,4/15/2021,4/15/2021,15,29.97,US,44.96,0,FALSE,13.1716,43.95%
#232217,4/15/2021,4/15/2021,36.32,69.54,US,84.53,0,FALSE,29.8388,42.91%
#232216,4/15/2021,4/15/2021,22.85,32.83,US,47.82,0,FALSE,8.0672,24.57%
#232215,4/15/2021,4/15/2021,41.5,71.14,US,86.13,0,FALSE,26.1948,36.82%
#232214,4/15/2021,4/15/2021,24,45.38,US,60.37,0,FALSE,18.9652,41.79%
#232213,4/15/2021,4/15/2021,54.6,84.28,US,91.27,0,TRUE,26.0292,30.88%
#232212,4/15/2021,4/15/2021,0,78.85,US,93.33,0,TRUE,75.1168,95.27%
#232211,4/15/2021,4/15/2021,49.7,99.39,US,106.38,0,TRUE,45.4348,45.71%
#232210,4/15/2021,4/15/2021,17.57,34.06,US,49.05,0,FALSE,14.528,42.65%
#232209,4/15/2021,4/15/2021,38.67,80.07,US,87.06,0,TRUE,37.9176,47.36%
#232208,4/15/2021,4/15/2021,22.58,51.19,US,66.18,0,FALSE,25.9628,50.72%
#232207,4/15/2021,4/15/2021,33.18,59.98,US,74.97,0,FALSE,23.8012,39.68%
#232206,4/15/2021,4/15/2021,6.25,11.43,US,27.25,0,FALSE,4.09,35.78%
#232205,4/15/2021,4/15/2021,0,30,undefined,30,0,FALSE,28.8,96.00%
#232204,4/15/2021,4/15/2021,30.9,86.18,US,93.17,0,TRUE,51.5532,59.82%
#232203,4/15/2021,4/15/2021,31.66,60.18,US,79.53,0,FALSE,25.3388,42.11%
#232202,4/15/2021,4/15/2021,33.97,62.71,US,83.66,0,FALSE,25.3936,40.49%
#232201,4/15/2021,4/15/2021,42.5,89.31,US,102.78,0,TRUE,42.6988,47.81%
#232200,4/15/2021,4/15/2021,8.96,17.34,US,36.7,0,FALSE,6.912,39.86%
#232196,4/15/2021,4/15/2021,58.59,109.94,US,116.93,0,TRUE,46.6728,42.45%
#232195,4/15/2021,4/15/2021,26,49.18,US,74.91,0,FALSE,20.1836,41.04%
#232194,4/15/2021,4/15/2021,15.8,26.86,US,41.85,0,FALSE,9.386,34.94%
#232193,4/15/2021,4/15/2021,39.46,84.9,US,91.89,0,TRUE,41.7644,49.19%
#232192,4/15/2021,4/15/2021,22,36.74,US,55.21,0,FALSE,12.5316,34.11%
#232191,4/15/2021,4/15/2021,11.5,23.72,US,38.71,0,FALSE,10.6716,44.99%
#232190,4/15/2021,4/15/2021,48.97,105.74,US,112.73,0,TRUE,52.2608,49.42%
#232188,4/15/2021,4/15/2021,21.6,52.07,US,67.06,0,FALSE,27.7876,53.37%
#232187,4/15/2021,4/15/2021,12,26.86,US,41.85,0,FALSE,13.186,49.09%
#232186,4/15/2021,4/15/2021,16.75,40.99,US,58.95,0,FALSE,21.882,53.38%
#232184,4/15/2021,4/15/2021,22,44.72,US,59.71,0,FALSE,20.3316,45.46%
#232183,4/15/2021,4/15/2021,24.09,45.28,US,64.57,0,FALSE,18.6072,41.09%
#232182,4/15/2021,4/15/2021,16.5,27.05,US,42.04,0,FALSE,8.8684,32.79%
#232181,4/15/2021,4/15/2021,24.09,41.64,US,56.63,0,FALSE,15.2848,36.71%
#232180,4/15/2021,4/15/2021,13,23.96,US,38.95,0,FALSE,9.402,39.24%
#232179,4/15/2021,4/15/2021,24.23,43.15,US,61.63,0,FALSE,16.4548,38.13%
#232178,4/15/2021,4/15/2021,42,84.24,US,99.22,0,TRUE,38.2712,45.43%
#232176,4/15/2021,4/15/2021,35.25,85.33,US,92.32,0,TRUE,46.3872,54.36%
#232174,4/15/2021,4/15/2021,21,42.18,US,57.17,0,FALSE,18.8932,44.79%
#232172,4/15/2021,4/15/2021,20.5,40.03,US,55.02,0,FALSE,17.3292,43.29%
#232170,4/15/2021,4/15/2021,50.65,97.35,US,104.34,0,TRUE,42.5264,43.68%
#232169,4/15/2021,4/15/2021,147.5,265.78,US,272.77,0,TRUE,107.3692,40.40%
#232168,4/15/2021,4/15/2021,22.5,40.1,US,55.09,0,FALSE,15.3964,38.40%
#232166,4/15/2021,4/15/2021,17,29.89,US,47.05,0,FALSE,11.008,36.83%
#232165,4/15/2021,4/15/2021,49,79.03,US,92.84,0,TRUE,26.3164,33.30%
#232164,4/15/2021,4/15/2021,56.25,85.78,US,98.99,0,TRUE,25.5704,29.81%
#232162,4/15/2021,4/15/2021,33.05,83.67,US,90.66,0,TRUE,46.9936,56.17%
#232161,4/15/2021,4/15/2021,37.09,79.65,US,91.41,0,TRUE,38.9036,48.84%
#232160,4/15/2021,4/15/2021,7.5,14.07,US,29.06,0,FALSE,5.4076,38.43%
#232159,4/15/2021,4/15/2021,27.2,55.16,US,70.15,0,FALSE,25.154,45.60%
#232158,4/15/2021,4/15/2021,105.25,180.53,US,195.52,0,TRUE,67.4592,37.37%
#232155,4/15/2021,4/15/2021,71,96.05,US,103.04,0,TRUE,20.9284,21.79%
#232154,4/15/2021,4/15/2021,18.93,43.01,US,58,0,FALSE,21.76,50.59%
#232153,4/15/2021,4/15/2021,0,37.8,US,52.79,0,FALSE,35.6884,94.41%
#232152,4/14/2021,4/14/2021,124.5,237.9,US,244.89,0,TRUE,103.6044,43.55%
#232151,4/14/2021,4/14/2021,101.56,169.59,US,176.58,0,TRUE,60.9668,35.95%
#232150,4/14/2021,4/14/2021,23.25,50.93,US,65.92,0,FALSE,25.0432,49.17%
#232149,4/14/2021,4/14/2021,82.83,128.19,US,135.18,0,TRUE,39.9528,31.17%
#232148,4/14/2021,4/14/2021,98,141.02,FR,188.76,0,TRUE,35.4696,25.15%
#232147,4/14/2021,4/14/2021,36.98,91.16,US,98.15,0,TRUE,50.254,55.13%
#232146,4/14/2021,4/14/2021,82.5,214.52,US,241.89,0,TRUE,122.3444,57.03%
#232145,4/14/2021,4/14/2021,24.75,37.03,US,52.02,0,FALSE,10.1992,27.54%
#232143,4/14/2021,4/14/2021,4.48,9.03,US,25.54,0,FALSE,3.5284,39.07%
#232141,4/14/2021,4/14/2021,20.75,39.2,US,54.19,0,FALSE,16.2824,41.54%
#232140,4/14/2021,4/14/2021,64.3,110.52,US,117.51,0,TRUE,41.5196,37.57%
#232138,4/14/2021,4/14/2021,26.44,59.04,US,74.03,0,FALSE,29.6388,50.20%
#232137,4/14/2021,4/14/2021,21.85,44.09,US,62.28,0,FALSE,19.7488,44.79%
#232136,4/14/2021,4/14/2021,15,26.65,US,41.64,0,FALSE,9.9844,37.46%
#232135,4/14/2021,4/14/2021,13.1,27.01,US,42,0,FALSE,12.23,45.28%
#232134,4/14/2021,4/14/2021,25,42.94,US,61.04,0,FALSE,15.4984,36.09%
#232133,4/14/2021,4/14/2021,23.79,48.71,US,68.33,0,FALSE,22.1868,45.55%
#232132,4/14/2021,4/14/2021,33.68,75.96,US,90.17,0,TRUE,38.6732,50.91%
#232131,4/14/2021,4/14/2021,15,47.21,US,62.2,0,FALSE,29.722,62.96%
#232130,4/14/2021,4/14/2021,78,145.98,US,152.97,0,TRUE,61.8612,42.38%
#232129,4/14/2021,4/14/2021,0,37.86,US,52.85,0,FALSE,35.746,94.42%
#232128,4/14/2021,4/14/2021,18.75,37.84,US,55.57,0,FALSE,16.8672,44.58%
#232127,4/14/2021,4/14/2021,18.75,33.25,US,51.4,0,FALSE,12.444,37.43%
#232126,4/14/2021,4/14/2021,0,37.87,US,52.86,0,FALSE,35.7556,94.42%
#232125,4/14/2021,4/14/2021,42,81.69,US,88.68,0,TRUE,36.1428,44.24%
#232124,4/14/2021,4/14/2021,71,100.7,US,113.61,0,TRUE,25.1556,24.98%
#232123,4/14/2021,4/14/2021,19.5,39.87,US,58.65,0,FALSE,18.024,45.21%
#232122,4/14/2021,4/14/2021,54,87.84,US,94.83,0,TRUE,30.0468,34.21%
#232121,4/14/2021,4/14/2021,35.93,80.96,US,87.95,0,TRUE,41.512,51.27%
#232120,4/14/2021,4/14/2021,42,77.45,US,84.44,0,TRUE,32.0724,41.41%
#232119,4/14/2021,4/14/2021,34.5,80.4,US,87.39,0,TRUE,42.4044,52.74%
#232118,4/14/2021,4/14/2021,7.2,37.29,US,55.81,0,FALSE,27.8576,74.71%
#232117,4/14/2021,4/14/2021,13,27.98,US,42.97,0,FALSE,13.2612,47.40%
#232116,4/14/2021,4/14/2021,28,42.84,US,60.95,0,FALSE,12.402,28.95%
#232115,4/14/2021,4/14/2021,49,77.05,US,90.68,0,TRUE,24.4228,31.70%
#232114,4/14/2021,4/14/2021,45,85.89,US,97.98,0,TRUE,36.9708,43.04%
#232113,4/14/2021,4/14/2021,42,77.45,US,84.44,0,TRUE,32.0724,41.41%
#232112,4/14/2021,4/14/2021,36,80.57,US,87.56,0,TRUE,41.0676,50.97%
#232111,4/14/2021,4/14/2021,18.85,37.28,US,52.27,0,FALSE,16.3392,43.83%
#232110,4/14/2021,4/14/2021,41.83,78.28,US,92.71,0,TRUE,32.7416,41.83%
#232109,4/14/2021,4/14/2021,19.43,38.61,US,53.6,0,FALSE,17.036,44.12%
#232108,4/14/2021,4/14/2021,14.25,29.6,US,44.59,0,FALSE,13.5664,45.83%
#232107,4/14/2021,4/14/2021,68,101.45,US,108.44,0,TRUE,29.1124,28.70%
#232106,4/14/2021,4/14/2021,28.75,69.19,US,84.18,0,FALSE,37.0728,53.58%
#232105,4/14/2021,4/14/2021,29.75,46.23,US,61.22,0,FALSE,14.0312,30.35%
#232104,4/14/2021,4/14/2021,27,35.91,US,52.7,0,FALSE,6.802,18.94%
#232103,4/14/2021,4/14/2021,22.12,53.04,US,68.03,0,FALSE,28.1988,53.17%
#232102,4/14/2021,4/14/2021,112,196.1,JP,249.92,0,TRUE,74.1032,37.79%
#232101,4/14/2021,4/14/2021,57.75,76.23,US,83.22,0,TRUE,15.1512,19.88%
#232100,4/14/2021,4/14/2021,52.5,98.3,US,112.67,0,TRUE,41.2932,42.01%
#232099,4/14/2021,4/14/2021,41.73,77.86,US,90.8,0,TRUE,32.498,41.74%
#232098,4/14/2021,4/14/2021,52.42,97.41,US,104.4,0,TRUE,40.814,41.90%
#232097,4/14/2021,4/14/2021,59.5,119.01,AE,170.83,0,TRUE,52.6768,44.26%
#232096,4/14/2021,4/14/2021,28.5,56.43,US,76.41,0,FALSE,24.8736,44.08%
#232095,4/14/2021,4/14/2021,64.25,117.72,US,124.71,0,TRUE,48.4816,41.18%
#232094,4/14/2021,4/14/2021,81.64,147.18,US,154.17,0,TRUE,59.3732,40.34%
#232093,4/14/2021,4/14/2021,16.5,36.94,US,51.93,0,FALSE,18.3628,49.71%
#232092,4/14/2021,4/14/2021,24,76.43,US,99.13,0,TRUE,48.4648,63.41%
#232091,4/14/2021,4/14/2021,29.55,72.83,US,87.82,0,FALSE,39.7672,54.60%
#232090,4/14/2021,4/14/2021,56,80.84,US,87.83,0,TRUE,21.3268,26.38%
#232089,4/14/2021,4/14/2021,11.5,21.46,US,36.45,0,FALSE,8.502,39.62%
#232088,4/14/2021,4/14/2021,22,59.75,US,74.74,0,FALSE,34.7604,58.18%
#232086,4/14/2021,4/14/2021,40.5,78.18,US,101.23,0,TRUE,33.6308,43.02%
#232085,4/14/2021,4/14/2021,13.1,28.14,US,43.13,0,FALSE,13.3148,47.32%
#232084,4/14/2021,4/14/2021,12.5,24.88,US,39.87,0,FALSE,10.7852,43.35%
#232083,4/14/2021,4/14/2021,158.5,307.23,US,314.22,0,TRUE,136.1612,44.32%
#232082,4/14/2021,4/14/2021,99,75.69,US,82.68,0,TRUE,-26.6172,-35.17%
#232081,4/14/2021,4/14/2021,0,23.3,US,38.29,0,FALSE,21.7684,93.43%
#232080,4/14/2021,4/14/2021,43,84.09,US,99.06,0,TRUE,37.1276,44.15%
#232079,4/14/2021,4/14/2021,23.5,95.48,US,112.8,0,TRUE,67.468,70.66%
#232078,4/14/2021,4/14/2021,35,52.17,US,74.98,0,FALSE,14.1708,27.16%
#232077,4/14/2021,4/14/2021,24,46.66,US,61.65,0,FALSE,20.194,43.28%
#232076,4/14/2021,4/14/2021,73.75,119.49,US,126.48,0,TRUE,40.6808,34.05%
#232075,4/14/2021,4/14/2021,23.5,50.65,US,65.64,0,FALSE,24.5244,48.42%
#232074,4/14/2021,4/14/2021,29.09,51.89,US,70.64,0,FALSE,19.9744,38.49%
#232073,4/14/2021,4/14/2021,79.75,188.34,US,215.64,0,TRUE,99.9644,53.08%
#232072,4/14/2021,4/14/2021,10.1,41.66,US,56.65,0,FALSE,29.294,70.32%
#232071,4/14/2021,4/14/2021,17.85,37.71,US,52.7,0,FALSE,17.752,47.08%
#232070,4/14/2021,4/14/2021,115.5,128.5,US,144.81,0,TRUE,7.2076,5.61%
#232069,4/14/2021,4/14/2021,25,42.94,US,61.41,0,FALSE,15.4836,36.06%
#232068,4/14/2021,4/14/2021,42,61.54,US,76.53,0,FALSE,16.4788,26.78%
#232067,4/14/2021,4/14/2021,59,98.65,US,114.94,0,TRUE,35.0524,35.53%
#232066,4/14/2021,4/14/2021,15.4,23.85,US,38.84,0,FALSE,6.8964,28.92%
#232065,4/14/2021,4/14/2021,68.31,97.77,US,104.76,0,TRUE,25.2696,25.85%
#232064,4/14/2021,4/14/2021,44.1,81.49,US,88.48,0,TRUE,33.8508,41.54%
#232063,4/14/2021,4/14/2021,94.93,154.52,US,161.51,0,TRUE,53.1296,34.38%
#232062,4/14/2021,4/14/2021,33,88.67,US,95.66,0,TRUE,51.8436,58.47%
#232061,4/14/2021,4/14/2021,39,77.45,US,84.44,0,TRUE,35.0724,45.28%
#232060,4/14/2021,4/14/2021,49,75.57,US,88.04,0,TRUE,23.0484,30.50%
#232059,4/14/2021,4/14/2021,14,26.65,US,41.64,0,FALSE,10.9844,41.22%
#232058,4/14/2021,4/14/2021,65,119.55,US,126.54,0,TRUE,49.4884,41.40%
#232057,4/14/2021,4/14/2021,22,36.03,US,51.02,0,FALSE,11.9892,33.28%
#232056,4/14/2021,4/14/2021,58,108.07,US,115.06,0,TRUE,45.4676,42.07%
#232055,4/14/2021,4/14/2021,48.5,108.24,US,115.23,0,TRUE,55.1308,50.93%
#232054,4/14/2021,4/14/2021,22.25,38.74,US,53.73,0,FALSE,14.3408,37.02%
#232053,4/14/2021,4/14/2021,0,21.74,US,38.03,0,FALSE,20.2188,93.00%
#232052,4/14/2021,4/14/2021,41,79.47,US,86.46,0,TRUE,35.0116,44.06%
#232051,4/14/2021,4/14/2021,51.25,76.18,US,88.45,0,TRUE,21.392,28.08%
#232050,4/14/2021,4/14/2021,53.5,86.83,US,93.82,0,TRUE,29.5772,34.06%
#232049,4/14/2021,4/14/2021,54.25,89.15,US,96.14,0,TRUE,31.0544,34.83%
#232048,4/14/2021,4/14/2021,0,108.93,US,115.92,0,TRUE,104.2932,95.74%
#232047,4/14/2021,4/14/2021,23.7,55.53,US,70.52,0,FALSE,29.0092,52.24%
#232046,4/14/2021,4/14/2021,0,54.09,US,69.08,0,FALSE,51.3268,94.89%
#232044,4/14/2021,4/14/2021,120,215.73,AE,294.06,0,TRUE,83.9676,38.92%
#232043,4/14/2021,4/14/2021,13.17,25.65,US,40.64,0,FALSE,10.8544,42.32%
#232041,4/14/2021,4/14/2021,97.08,206.27,US,213.26,0,TRUE,100.6596,48.80%
#232040,4/14/2021,4/14/2021,13.2,77.16,US,84.15,0,TRUE,60.594,78.53%
#232038,4/14/2021,4/14/2021,57.25,96.41,US,103.4,0,TRUE,35.024,36.33%
#232037,4/14/2021,4/14/2021,13.6,28.17,US,54.43,0,FALSE,12.3928,43.99%
#232036,4/14/2021,4/14/2021,75.54,129.78,US,136.77,0,TRUE,48.7692,37.58%
#232034,4/14/2021,4/14/2021,14,27.76,US,42.75,0,FALSE,12.05,43.41%
#232033,4/14/2021,4/14/2021,61.45,99,US,116.37,0,TRUE,32.8952,33.23%
#232032,4/14/2021,4/14/2021,42,75.28,US,89.42,0,TRUE,29.7032,39.46%
#232031,4/14/2021,4/14/2021,30.3,51.64,US,66.63,0,FALSE,18.6748,36.16%
#232030,4/14/2021,4/14/2021,28,55.65,US,70.64,0,FALSE,24.8244,44.61%
#232029,4/14/2021,4/14/2021,28,46.51,US,71.7,0,FALSE,15.642,33.63%
#232028,4/14/2021,4/14/2021,0,193.53,US,210.2,0,TRUE,185.122,95.66%
#232027,4/14/2021,4/14/2021,46.75,91.51,US,105.14,0,TRUE,40.5544,44.32%
#232026,4/14/2021,4/14/2021,29.45,76.82,US,83.81,0,TRUE,44.0176,57.30%
#232025,4/14/2021,4/14/2021,70,97.65,US,119.72,0,TRUE,22.8612,23.41%
#232024,4/14/2021,4/14/2021,40.9,77.22,US,84.21,0,TRUE,32.9516,42.67%
#232023,4/13/2021,4/13/2021,54.7,84.1,US,91.09,0,TRUE,25.7564,30.63%
#232021,4/13/2021,4/13/2021,22,52.53,US,67.52,0,FALSE,27.8292,52.98%
#232020,4/13/2021,4/13/2021,20.5,45.3,US,60.29,0,FALSE,22.3884,49.42%
